Namespace(algo='dqn2', episode_num=10000, interim_test_num=1, load_from=None, log=True, max_episode_steps=10000, num_stack=1, relaunch_period=5, render=False, reward_type='no_trackpos', save_period=50, seed=777, test=False, test_period=100)
{'N_STEP': 3, 'GAMMA': 0.99, 'TAU': 0.005, 'W_N_STEP': 1.0, 'W_Q_REG': 1e-07, 'BUFFER_SIZE': 100000, 'BATCH_SIZE': 32, 'LR_DQN': 0.0001, 'ADAM_EPS': 1e-08, 'WEIGHT_DECAY': 1e-07, 'MAX_EPSILON': 0.0, 'MIN_EPSILON': 0.0, 'EPSILON_DECAY': 1e-05, 'PER_ALPHA': 0.6, 'PER_BETA': 0.4, 'PER_EPS': 1e-06, 'GRADIENT_CLIP': 10.0, 'UPDATE_STARTS_FROM': 10000, 'TRAIN_FREQ': 1, 'MULTIPLE_LEARN': 1, 'USE_DIST_Q': 'C51', 'V_MIN': -300, 'V_MAX': 300, 'ATOMS': 1530, 'USE_NOISY_NET': True, 'STD_INIT': 0.5}
190;52;10020;-9.965814;0.000000;13.597766;0.528573;0.030302
191;52;10072;-9.883462;0.000000;10.757142;0.532872;0.071073
192;52;10124;-9.932688;0.000000;8.371867;0.656375;0.070418
193;52;10176;-9.950441;0.000000;6.900398;0.855917;0.070851
194;52;10228;-9.916293;0.000000;6.405807;1.069347;0.070820
195;52;10280;-9.867220;0.000000;5.876773;1.032729;0.070505
196;52;10332;-9.832921;0.000000;5.694626;0.975191;0.071569
197;52;10384;-9.778408;0.000000;5.178399;0.934416;0.070928
198;52;10436;-9.862329;0.000000;4.938366;0.976996;0.071105
199;54;10490;-9.196268;0.000000;4.933335;0.954750;0.070844
200;52;10542;-9.569215;0.000000;4.752473;0.897321;0.070867
201;52;10594;-9.358841;0.000000;4.523658;0.839450;0.070777
202;52;10646;-9.653657;0.000000;4.188550;0.675436;0.071058
203;52;10698;-9.579411;0.000000;4.241910;0.603368;0.070789
204;53;10751;-9.625492;0.000000;4.155037;0.789700;0.071453
205;52;10803;-9.357358;0.000000;4.095994;0.710297;0.071009
206;52;10855;-8.703845;0.000000;3.868324;0.727297;0.070890
207;52;10907;-9.367418;0.000000;3.736390;0.601048;0.070435
208;52;10959;-8.661056;0.000000;3.923562;0.509286;0.070884
209;52;11011;-8.834938;0.000000;3.870656;0.480373;0.070835
210;55;11066;-8.319024;0.000000;3.714527;0.545322;0.070865
211;54;11120;-9.263706;0.000000;3.719444;0.542418;0.070762
212;52;11172;-9.360807;0.000000;3.686359;0.513755;0.070680
213;56;11228;-9.121032;0.000000;3.485693;0.331919;0.070816
214;56;11284;-9.809400;0.000000;3.582196;0.361566;0.070686
215;52;11336;-9.340399;0.000000;3.578576;0.410650;0.070698
216;55;11391;-8.999356;0.000000;3.583584;0.351746;0.070521
217;52;11443;-9.686174;0.000000;3.443783;0.200183;0.071078
218;52;11495;-8.831357;0.000000;3.536629;0.198425;0.070847
219;52;11547;-9.527392;0.000000;3.446851;0.161489;0.071741
220;52;11599;-9.220367;0.000000;3.390265;0.136119;0.070741
221;52;11651;-9.538663;0.000000;3.391557;0.114404;0.070890
222;56;11707;-9.099581;0.000000;3.411433;0.190924;0.070612
223;52;11759;-9.472858;0.000000;3.418621;0.141163;0.072409
224;52;11811;-9.383755;0.000000;3.294383;0.048126;0.070838
225;52;11863;-9.354795;0.000000;3.293245;0.093727;0.070780
226;55;11918;-9.203122;0.000000;3.321505;0.036992;0.070737
227;57;11975;-9.856459;0.000000;3.240751;-0.023093;0.070867
228;54;12029;-8.703149;0.000000;3.277743;-0.004923;0.071161
229;52;12081;-9.492788;0.000000;3.259530;0.055704;0.070815
230;52;12133;-8.916659;0.000000;3.291636;-0.058741;0.071155
231;53;12186;-8.877780;0.000000;3.217939;0.061885;0.070608
232;52;12238;-9.697514;0.000000;3.287494;-0.027057;0.070744
233;52;12290;-9.422802;0.000000;3.273028;-0.087893;0.071018
234;53;12343;-9.194486;0.000000;3.229520;0.036773;0.070698
235;52;12395;-8.925325;0.000000;3.134506;-0.039742;0.071541
236;52;12447;-9.213749;0.000000;3.090021;-0.185302;0.070998
237;52;12499;-9.057508;0.000000;3.120457;-0.085613;0.070785
238;52;12551;-9.512279;0.000000;3.134178;-0.140622;0.070299
239;52;12603;-9.447651;0.000000;3.151516;-0.098117;0.070680
240;52;12655;-9.349221;0.000000;3.132550;0.033415;0.070906
241;52;12707;-9.299718;0.000000;3.193585;-0.058205;0.070981
242;54;12761;-8.653067;0.000000;3.138528;-0.036481;0.070805
243;54;12815;-8.800135;0.000000;3.100025;-0.089510;0.070927
244;52;12867;-8.924740;0.000000;3.206409;-0.032619;0.070616
