Namespace(algo='dqn', episode_num=10000, interim_test_num=1, load_from=None, log=True, max_episode_steps=10000, num_stack=1, relaunch_period=5, render=False, reward_type='no_penalty', save_period=50, seed=777, test=False, test_period=100)
{'N_STEP': 3, 'GAMMA': 0.99, 'TAU': 0.005, 'W_N_STEP': 1.0, 'W_Q_REG': 1e-07, 'BUFFER_SIZE': 100000, 'BATCH_SIZE': 32, 'LR_DQN': 0.0001, 'ADAM_EPS': 1e-08, 'WEIGHT_DECAY': 1e-07, 'MAX_EPSILON': 0.0, 'MIN_EPSILON': 0.0, 'EPSILON_DECAY': 1e-05, 'PER_ALPHA': 0.6, 'PER_BETA': 0.4, 'PER_EPS': 1e-06, 'GRADIENT_CLIP': 10.0, 'UPDATE_STARTS_FROM': 10000, 'TRAIN_FREQ': 1, 'MULTIPLE_LEARN': 1, 'USE_DIST_Q': 'C51', 'V_MIN': -300, 'V_MAX': 300, 'ATOMS': 1530, 'USE_NOISY_NET': True, 'STD_INIT': 0.5}
159;57;10048;-9.511498;0.000000;12.359545;0.294382;0.083115
160;67;10115;-8.975775;0.000000;9.291165;0.293177;0.098965
161;52;10167;-9.787082;0.000000;7.365322;0.254094;0.099581
162;52;10219;-9.914567;0.000000;6.701583;0.213691;0.098672
163;52;10271;-9.849602;0.000000;5.892737;0.195517;0.100746
164;52;10323;-9.661418;0.000000;5.713104;0.094809;0.098469
165;52;10375;-9.621905;0.000000;5.282790;0.194586;0.099107
166;52;10427;-9.490260;0.000000;5.085568;0.133838;0.098542
167;63;10490;-9.384711;0.000000;4.850720;0.235669;0.098642
168;52;10542;-9.287573;0.000000;4.333865;0.337569;0.099194
169;52;10594;-10.179662;0.000000;4.565389;0.313875;0.099077
170;52;10646;-8.987195;0.000000;4.496773;0.211527;0.100902
171;52;10698;-8.943447;0.000000;4.031858;0.124375;0.099723
172;52;10750;-8.226160;0.000000;4.007535;0.320587;0.099197
173;54;10804;-8.912818;0.000000;4.013934;0.261556;0.098685
174;52;10856;-9.270394;0.000000;4.000001;0.112505;0.098842
175;55;10911;-9.114496;0.000000;3.922188;0.127613;0.099184
176;52;10963;-9.073536;0.000000;3.923313;0.148757;0.098859
177;52;11015;-7.619441;0.000000;3.773146;0.028148;0.100053
178;52;11067;-9.063587;0.000000;3.748781;0.096100;0.100099
179;52;11119;-8.876424;0.000000;3.651739;0.024912;0.099445
180;52;11171;-9.507141;0.000000;3.702840;0.094450;0.100222
181;52;11223;-9.907200;0.000000;3.574566;0.107624;0.100493
182;52;11275;-9.127058;0.000000;3.664217;-0.031637;0.100509
183;55;11330;-9.137634;0.000000;3.617329;0.025683;0.101125
184;52;11382;-9.183719;0.000000;3.475861;-0.052348;0.099265
185;52;11434;-7.644570;0.000000;3.541106;-0.070411;0.100617
186;52;11486;-8.693386;0.000000;3.559564;0.004107;0.099686
187;52;11538;-9.413663;0.000000;3.428806;-0.017267;0.099358
188;52;11590;-9.065486;0.000000;3.384160;-0.071346;0.101242
189;54;11644;-8.983500;0.000000;3.419366;-0.139607;0.099783
190;60;11704;-7.550144;0.000000;3.433637;-0.019813;0.099148
191;52;11756;-8.821170;0.000000;3.356463;-0.020675;0.100168
192;52;11808;-9.138165;0.000000;3.400401;-0.067784;0.100158
193;52;11860;-8.510027;0.000000;3.379803;-0.175050;0.100221
194;52;11912;-7.892481;0.000000;3.290170;-0.115693;0.099511
195;52;11964;-8.975966;0.000000;3.352328;-0.110373;0.099577
196;54;12018;-9.180780;0.000000;3.326289;-0.079768;0.099340
197;54;12072;-9.022007;0.000000;3.168192;-0.078380;0.099102
198;52;12124;-9.373033;0.000000;3.211902;-0.201204;0.098970
199;53;12177;-8.748208;0.000000;3.188592;-0.112985;0.099100
200;52;12229;-9.366704;0.000000;3.209742;-0.126679;0.099160
201;52;12281;-9.138312;0.000000;3.253439;-0.223762;0.100217
202;54;12335;-8.918575;0.000000;3.111150;-0.206048;0.100954
203;54;12389;-9.230981;0.000000;3.144011;-0.166295;0.099653
204;52;12441;-9.405021;0.000000;3.225938;-0.174107;0.099494
205;53;12494;-9.225954;0.000000;3.154059;-0.089865;0.099387
206;52;12546;-9.279302;0.000000;3.256073;-0.186163;0.099473
207;52;12598;-9.642860;0.000000;3.083152;-0.149542;0.100603
208;52;12650;-9.480775;0.000000;3.161692;-0.192861;0.100607
209;52;12702;-9.130255;0.000000;3.078562;-0.174020;0.099312
210;52;12754;-9.301903;0.000000;3.152015;-0.158873;0.099512
211;52;12806;-9.324141;0.000000;3.142189;-0.195043;0.099564
212;52;12858;-9.469560;0.000000;3.155578;-0.121242;0.099219
213;52;12910;-9.130477;0.000000;3.068714;-0.118586;0.099716
